Nom;SIRET;SIREN;Adresse;Code Postal;Ville;Téléphone;Code NAF;Catégorie;Zone Recherche;Secteur S&Y
BEST CAR;83844476800041;838444768;65 RUE DE LA CROIX 92000 NANTERRE;92000;NANTERRE;+33 6 60 69 97 24;45.11Z;concession;Lyon;BTP / Mécanique
SAS A.S.D.S. (SAS A.S.D.S.);88930576900024;889305769;220 RUE DE CREQUI 69003 LYON;69003;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
GARAGE MILLION;32516659300013;325166593;10 IMP MILLON 69003 LYON 3EME;69003;LYON 3EME;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
PARIS AUTO DISCOUNT;38379080500022;383790805;17 RUE DE LA RIZE 69003 LYON;69003;LYON;+33 6 27 86 88 48;45.11Z;concession;Lyon;BTP / Mécanique
EURIAL;31982257300139;319822573;ZONE INDUSTRIELLE B 24 RUE DU LUYOT 59113 SECLIN;59113;SECLIN;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
AUTOMOBILES CITROEN;64205019901089;642050199;43 RUE JEAN PIERRE TIMBAUD 78300 POISSY;78300;POISSY;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
HELI-PACK (ALTITUDE 42);41934954300027;419349543;42 A 46 42 RUE DES DOCTEURS HENRI ET BERNARD MULLER 42000 SAINT-ETIENNE;42000;SAINT-ETIENNE;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MAGAS-AUTO;82867312900015;828673129;8 RUE GRATALOUP 69004 LYON;69004;LYON;+33 6 52 22 58 93;45.11Z;concession;Lyon;BTP / Mécanique
DL AUTO 69;53905104500018;539051045;24 QUAI JOSEPH GILLET 69004 LYON;69004;LYON;+33 6 19 31 83 40;45.11Z;concession;Lyon;BTP / Mécanique
ABDERRAOUF BENSABER (GVM EXPORT);88053856600022;880538566;M BENSABER 23 RUE VALENTIN COUTURIER 69004 LYON;69004;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
CFA NEGOCE LOC AUTO LYON (CFA NEGOCE LOC AUTO LYON) (CNLAL);98259264400032;982592644;60 RUE HENRI GORJUS 69004 LYON;69004;LYON;+33 4 72 38 58 72;45.11Z;concession;Lyon;BTP / Mécanique
AURELIEN MYARD (AUTOGONE);80082591100020;800825911;NUMERO 27 ROCADE DES MONTS D'OR 69370 SAINT-DIDIER-AU-MONT-D'OR;69370;SAINT-DIDIER-AU-MONT-D'OR;+33 4 78 35 90 20;45.11Z;concession;Lyon;BTP / Mécanique
DELUXE MOTORS;50343277500057;503432775;98 RUE LA BOETIE 75008 PARIS;75008;PARIS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
DND MOTORS;78919211900012;789192119;24 QUAI JOSEPH GILLET 69004 LYON;69004;LYON;+33 6 82 18 64 50;45.11Z;concession;Lyon;BTP / Mécanique
LBC;91858756900016;918587569;4 IMPASSE D'YPRES 69004 LYON;69004;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
CHARLELIE DAVID (OPALE AUTO SERVICES);89024609300037;890246093;34 RUE DE L'EGLISE 62132 HARDINGHEN;62132;HARDINGHEN;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
ABDELKADER KADI (KADI'AUTO);84250646100016;842506461;34 RUE DUVIARD 69004 LYON;69004;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
CABRIOLET DU MONDE;49106377200017;491063772;4 QUAI JOSEPH GILLET 69004 LYON;69004;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
CHRISTIAN LOPEZ;41923934800024;419239348;85 RUE JOLIOT CURIE 69005 LYON;69005;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
AUTOSOF;83846067300018;838460673;36 RUE PAULINE-MARIE JARICOT 69005 LYON;69005;LYON;+33 6 58 22 92 79;45.11Z;concession;Lyon;BTP / Mécanique
LE GRAND MONT;41201012600065;412010126;13 IMPASSE CUMIN 69005 LYON;69005;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
SAMIR KAMEL (NATURE OCEAN TERRE VOITURE);43039906300022;430399063;19 RUE SAINT JEAN 69005 LYON;69005;LYON;+33 6 22 93 38 19;45.11Z;concession;Lyon;BTP / Mécanique
R.T.C.;51913832500021;519138325;174 MTE DE CHOULANS 69005 LYON 5EME;69005;LYON 5EME;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
NASSIM LAKEHAL;87983067700024;879830677;173 AVENUE BARTHELEMY BUYER 69005 LYON;69005;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
RENT AUTO LUXURY;79967199500022;799671995;12 CHEMIN MAURICE FERREOL 69120 VAULX-EN-VELIN;69120;VAULX-EN-VELIN;+33 6 36 13 46 53;45.11Z;concession;Lyon;BTP / Mécanique
ABDESSALEM AZIZ (AZ AUTO 69);89347310800023;893473108;1 RUE MONTAIGNE 69670 VAUGNERAY;69670;VAUGNERAY;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
AUTOMOBILES BRIAND;94145119700011;941451197;88 RUE SAINT GEORGES 69005 LYON;69005;LYON;+33 4 78 28 65 03;45.11Z;concession;Lyon;BTP / Mécanique
TD CARS (TD CARS);98896055500015;988960555;17 RUE DE LA GARENNE 69005 LYON;69005;LYON;+33 6 18 86 60 86;45.11Z;concession;Lyon;BTP / Mécanique
GAETAN BAYLE;43791499700014;437914997;3 RUE DU VIEL RENVERSE 69005 LYON;69005;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MICHEL GUILLOT (SAINT JUST DEPANN);34199085100030;341990851;426 CHEMIN DE BELLEVUE 69870 SAINT-JUST-D'AVRAY;69870;SAINT-JUST-D'AVRAY;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
GUILLAUME PAVONI;80761373200013;807613732;38 BOULEVARD DES CASTORS 69005 LYON;69005;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
SAS TAVARES;81796139400027;817961394;8 ALLEE DE BEAULIEU-MONTRIBLOUD 69009 LYON;69009;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
GARAGE MONDON SA;77987988100026;779879881;31 AVENUE BARTHELEMY BUYER 69005 LYON;69005;LYON;+33 4 78 25 29 18;45.11Z;concession;Lyon;BTP / Mécanique
ROXANA-EMA COVACI;82452890500030;824528905;MAISON DE LA METROPOLE POUR LES SOLIDA 5 B RUE CLEBERG 69005 LYON;69005;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
WILLIAM BERTINO (WILLONAUTO);88444534700013;884445347;13 RUE CARDINAL GERLIER 69005 LYON;69005;LYON;+33 6 56 75 75 07;45.11Z;concession;Lyon;BTP / Mécanique
FATEH SOUAKRIA (SF AUTO);97929650600020;979296506;84 C CHEMIN D'EVORDES 74160 COLLONGES-SOUS-SALEVE;74160;COLLONGES-SOUS-SALEVE;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
AUTO PASSION;92983724300013;929837243;1 RUE APPIAN 69005 LYON;69005;LYON;+33 4 78 34 31 36;45.11Z;concession;Lyon;BTP / Mécanique
777 CARS;82836958700021;828369587;1 RUE MARIUS VIVIER-MERLE 69200 VENISSIEUX;69200;VENISSIEUX;+33 6 18 86 60 86;45.11Z;concession;Lyon;BTP / Mécanique
L'ADRESSE AUTOMOBILE;49422706900023;494227069;33 AVENUE MATHIEU MISERY 69160 TASSIN-LA-DEMI-LUNE;69160;TASSIN-LA-DEMI-LUNE;+33 4 78 83 30 30;45.11Z;concession;Lyon;BTP / Mécanique
NISSAUTO;40441862600085;404418626;519 AVENUE DE PARME 01000 BOURG-EN-BRESSE;01000;BOURG-EN-BRESSE;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
APPRO AUTOMOBILES (APPRO AUTOMOBILES);43846402600048;438464026;214 RTE DE CHARTINIERE 01120 DAGNEUX;01120;DAGNEUX;+33 9 86 24 67 17;45.11Z;concession;Lyon;BTP / Mécanique
ASP CENTER LYON (ASP CENTER LYON);34769779900075;347697799;365 ROUTE DE VIENNE 69200 VENISSIEUX;69200;VENISSIEUX;+33 4 69 12 95 84;45.11Z;concession;Lyon;BTP / Mécanique
LA BOUTIQUE EGARAGE (EGARAGE LYON-CALUIRE);97936352000011;979363520;16 RUE CUVIER 69006 LYON;69006;LYON;+33 9 80 80 09 59;45.11Z;concession;Lyon;BTP / Mécanique
ALVARO VIEIRA (IRINA CAR);10143494200013;101434942;1 RUE DE SEZE 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
AUTO CE;48779281400039;487792814;83 COURS VITTON 69006 LYON;69006;LYON;+33 6 58 22 92 79;45.11Z;concession;Lyon;BTP / Mécanique
CLAUDE BICHANY;83157063500027;831570635;3 RUE CLAUDIA 69120 VAULX-EN-VELIN;69120;VAULX-EN-VELIN;+33 9 54 67 96 08;45.11Z;concession;Lyon;BTP / Mécanique
OPTIONS VO (OVO);49233190500033;492331905;22 ROUTE DE LYON 69740 GENAS;69740;GENAS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
TIBERIUS ROSTAS;53791292500014;537912925;303 RUE DUGUESCLIN 69006 LYON;69006;LYON;+33 4 22 91 21 72;45.11Z;concession;Lyon;BTP / Mécanique
CAS (CAS);84825325800026;848253258;16 RUE CUVIER 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
KHALED BEN MAKHLOUF;90471841800034;904718418;350 MONTEE DU MOULIN 01480 FAREINS;01480;FAREINS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
LEONARD AUZEAU (L.A AUTOMOBILE);91883444100019;918834441;64 COURS VITTON 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
SOPHIE FAURE (SSK);93466063000013;934660630;81 RUE DE SEZE 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
PERIDEL;91504657700010;915046577;CHEZ M. MICHEL DELOLME 4 BOULEVARD DES BELGES 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MF LUXURY CARS;97903982300021;979039823;59 RUE BELLECOMBE 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
ROULEZEN;99332965500019;993329655;30 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
GROUPE AUTOMOBILE MULTIMARQUE;99897328300018;998973283;16 RUE CUVIER 69006 LYON;69006;LYON;+33 6 05 05 69 05;45.11Z;concession;Lyon;BTP / Mécanique
JULIEN BOUVIER;10272509000017;102725090;BUREAU 3 30 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
NATHALIE BLANES (NATHTURBO);10218512100013;102185121;132 AVENUE THIERS 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
STEFAN URSU (STEF AUTO CASH);10203318000013;102033180;30 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
NDK;49335927700081;493359277;227 BOULEVARD ANATOLE FRANCE 93200 SAINT-DENIS;93200;SAINT-DENIS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
L&A (ELEANOR'S);10080805400017;100808054;30 AVENUE MARECHAL FOCH 69006 LYON 6EME;69006;LYON 6EME;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
DIDS;45105693100038;451056931;13 ALLEE DES BLEUETS 26120 MONTELIER;26120;MONTELIER;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
RHONE MATERIEL;45120533000017;451205330;131 RUE DE CREQUI 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
LMDA;81740919600018;817409196;112 RUE GARIBALDI 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MALESHERBES AUTOMOBILES;52469576400018;524695764;45 RUE MALESHERBES 69006 LYON;69006;LYON;+33 4 78 93 27 98;45.11Z;concession;Lyon;BTP / Mécanique
VASILE STEFAN (DANI AUTO);75268230200035;752682302;9 RUE FRANCISQUE AYNARD 69200 VENISSIEUX;69200;VENISSIEUX;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
JONATHAN JARSAILLON;52144710200026;521447102;26 RUE TRONCHET 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
MAVIC;48852883700039;488528837;47 RUE CUVIER 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
SST AUTO;91075993500026;910759935;243 ROUTE DE GRENOBLE 69800 SAINT-PRIEST;69800;SAINT-PRIEST;+33 6 69 41 90 90;45.11Z;concession;Lyon;BTP / Mécanique
COSMOSS (COSMOSS);91759964900014;917599649;2 PLACE JULES FERRY 69006 LYON;69006;LYON;+33 7 69 38 72 83;45.11Z;concession;Lyon;BTP / Mécanique
KILLIAN BRUYAS (K&N CO);92085795000017;920857950;90 RUE DUGUESCLIN 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
AUTOSTORE;93154272400014;931542724;16 RUE CUVIER 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
JEAN ALEXANIAN (AJ AUTOMOTIVE);84238409100059;842384091;48 RUE SULLY 69150 DECINES-CHARPIEU;69150;DECINES-CHARPIEU;+33 6 67 64 06 69;45.11Z;concession;Lyon;BTP / Mécanique
WALID JAOUINI;87824171000028;878241710;BUREAU 3 30 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
RIADH SAIDANI;85280371700028;852803717;16 RUE CUVIER 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
BS AUTO;82449566700019;824495667;131 RUE DE CREQUI 69006 LYON;69006;LYON;+33 6 88 45 25 32;45.11Z;concession;Lyon;BTP / Mécanique
FP AUTOS;89051616400021;890516164;16 RUE GERMAIN 69006 LYON;69006;LYON;+33 6 88 45 25 32;45.11Z;concession;Lyon;BTP / Mécanique
EXPERT MOTO PRO (EXPERT MOTO PRO);94501050200017;945010502;BUREAU 3 30 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 4 78 81 91 71;45.11Z;concession;Lyon;BTP / Mécanique
AUTO TRUCK;94785150700030;947851507;16 RUE CUVIER 69006 LYON;69006;LYON;+33 4 78 01 20 10;45.11Z;concession;Lyon;BTP / Mécanique
COOP ANIMAL (COOP ANIMAL);93476245100037;934762451;30 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
DRIVERGO (WALKERGO);93752036900011;937520369;FLEX-O LYON TETE D'OR 3 RUE DE GENEVE 69006 LYON;69006;LYON;+33 6 79 13 35 71;45.11Z;concession;Lyon;BTP / Mécanique
DMZAUTOMOTIVE;92920896500012;929208965;16 RUE CUVIER 69006 LYON;69006;LYON;+33 4 28 29 66 88;45.11Z;concession;Lyon;BTP / Mécanique
IAI AUTOMOTIVE (IAI AUTOMOTIVE);98991584800018;989915848;16 RUE CUVIER 69006 LYON;69006;LYON;+33 4 28 29 66 88;45.11Z;concession;Lyon;BTP / Mécanique
SUPER UTILITAIRE;99909170500015;999091705;BUREAU 3 30 AVENUE MARECHAL FOCH 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
J.B.AUTO;39810243400022;398102434;GRANDE RUE 01320 VILLETTE-SUR-AIN;01320;VILLETTE-SUR-AIN;+33 4 78 80 08 08;45.11Z;concession;Lyon;BTP / Mécanique
LEGEND MOTORS SAS;50378256700021;503782567;2 CHEMIN DES CUERS 69570 DARDILLY;69570;DARDILLY;+33 4 73 26 85 69;45.11Z;concession;Lyon;BTP / Mécanique
AUTO PLAISIR;49456326500011;494563265;94 RUE GARIBALDI 69006 LYON;69006;LYON;+33 4 78 01 20 10;45.11Z;concession;Lyon;BTP / Mécanique
RCB AUTOMOBILES;75269663300037;752696633;5 RUE ANDRE MAILHET 26400 CREST;26400;CREST;+33 6 07 32 72 52;45.11Z;concession;Lyon;BTP / Mécanique
LM AUTO;90315275900010;903152759;131 RUE DE CREQUI 69006 LYON;69006;LYON;+33 4 78 84 22 58;45.11Z;concession;Lyon;BTP / Mécanique
CLE AUTO SERVICE 69;93201733800017;932017338;16 RUE CUVIER 69006 LYON;69006;LYON;+33 6 26 90 53 53;45.11Z;concession;Lyon;BTP / Mécanique
PR AUTOMOBILES;53958358300023;539583583;11 ET 13 11 RUE CURIE 69006 LYON;69006;LYON;+33 6 07 32 72 52;45.11Z;concession;Lyon;BTP / Mécanique
SETRY;50511602000023;505116020;131 RUE DE CREQUI 69006 LYON;69006;LYON;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
R AUTO;90110499200010;901104992;131 RUE DE CREQUI 69006 LYON;69006;LYON;+33 4 87 38 07 71;45.11Z;concession;Lyon;BTP / Mécanique
BSN AUTO;88824575000011;888245750;131 RUE DE CREQUI 69006 LYON;69006;LYON;+33 6 95 05 01 21;45.11Z;concession;Lyon;BTP / Mécanique
STARTERRE;38872784400051;388727844;33/41 ET BOULEVARD LAURENT BONNEVAY 33 BOULEVARD LUCIEN SAMPAIX 69190 SAINT-FONS;69190;SAINT-FONS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
CHARLES POZZI;95450628300124;954506283;10 RUE CURNONSKY 75017 PARIS;75017;PARIS;+33 1 23 45 67 89;45.11Z;concession;Lyon;BTP / Mécanique
BOUTIC AUTO;33208823600093;332088236;28 CHEMIN DE GENAS 69800 SAINT-PRIEST;69800;SAINT-PRIEST;+33 6 43 97 66 15;45.11Z;concession;Lyon;BTP / Mécanique
ATLANTIC AUTOMOBILES;45129140500103;451291405;1 AVENUE GEORGES CHARPAK 69700 GIVORS;69700;GIVORS;+33 4 78 73 13 07;45.11Z;concession;Lyon;BTP / Mécanique
JEAN LAIN E-CITY (JEAN LAIN E-CITY);44215279900049;442152799;RUE PRE GAUT 73420 VOGLANS;73420;VOGLANS;+33 4 78 67 12 12;45.11Z;concession;Lyon;BTP / Mécanique
LAVANCE EXPLOITATION;41511264800282;415112648;ZA DU CHENE VERT ALL DE GERHOUI 35650 LE RHEU;35650;LE RHEU;+33 9 69 36 60 44;45.20A;garage;Bordeaux;BTP / Mécanique
IMMOJET;39002253100029;390022531;36 BOULEVARD DE LA BASTILLE 75012 PARIS;75012;PARIS;+33 1 43 45 64 64;45.20A;garage;Bordeaux;BTP / Mécanique
AQUITAINE DEPANNAGE SERVICE (ADS);37752957300059;377529573;51 ALLEE MEGEVIE 33170 GRADIGNAN;33170;GRADIGNAN;+33 5 57 71 00 00;45.20A;garage;Bordeaux;BTP / Mécanique
E.M.G;44757205800017;447572058;ZAC VILLAGE ENTREPRISE 47510 FOULAYRONNES;47510;FOULAYRONNES;+33 3 88 10 90 90;45.20A;garage;Bordeaux;BTP / Mécanique
MERIC;44540205000048;445402050;15 AVENUE DU BOURGAILH 33600 PESSAC;33600;PESSAC;+33 5 56 49 36 11;45.20A;garage;Bordeaux;BTP / Mécanique
AUTO VITRAGE BORDEAUX OUEST (AVBO) (AVBO);49160310600080;491603106;9 RUE LEON MORANE 33700 MERIGNAC;33700;MERIGNAC;+33 5 56 12 45 45;45.20A;garage;Bordeaux;BTP / Mécanique
BACHIR BENAHMED;39323116200024;393231162;85 RUE IRENE JOLIOT-CURIE 76620 LE HAVRE;76620;LE HAVRE;+33 9 60 44 37 24;45.20A;garage;Bordeaux;BTP / Mécanique
CARROSSERIE MARC DUMAS;47220390000015;472203900;37 RUE DE CESTAS 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 24 25 27;45.20A;garage;Bordeaux;BTP / Mécanique
AQUIPAS BERGERAC;51816258100012;518162581;ROUTE DE BORDEAUX 6 CHEMIN DE LA RIVIERE 24100 SAINT-LAURENT-DES-VIGNES;24100;SAINT-LAURENT-DES-VIGNES;+33 5 53 22 14 14;45.20A;garage;Bordeaux;BTP / Mécanique
GARAGE DE VERDUN;47858995500010;478589955;6 B COURS DE GOURGUE 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 52 24 88;45.20A;garage;Bordeaux;BTP / Mécanique
EURL POURAILLY LAVAGE AUTO;45332204200061;453322042;LD LE BRAOU 4 AVENUE GAUGUIN 33138 LANTON;33138;LANTON;+33 5 56 82 19 42;45.20A;garage;Bordeaux;BTP / Mécanique
EURL NOUICER LAVAGE;49978647300011;499786473;3 RUE PAUL VALERY 33150 CENON;33150;CENON;+33 6 50 28 17 05;45.20A;garage;Bordeaux;BTP / Mécanique
DUMBO;84763800400014;847638004;18 RUE DELMESTRE 33200 BORDEAUX;33200;BORDEAUX;+33 5 61 98 50 06;45.20A;garage;Bordeaux;BTP / Mécanique
TOM AUTO LAVAGE;90284045300010;902840453;35 AVENUE BEL AIR 33200 BORDEAUX;33200;BORDEAUX;+33 5 57 89 54 23;45.20A;garage;Bordeaux;BTP / Mécanique
ATELIER BLANCHOT;99289380000019;992893800;11 RUE BASTE 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 88 96 93;45.20A;garage;Bordeaux;BTP / Mécanique
KING PNEUS;99977232000019;999772320;16 PLACE DES QUINCONCES 33000 BORDEAUX;33000;BORDEAUX;+33 1 55 86 31 44;45.20A;garage;Bordeaux;BTP / Mécanique
PATRICK PUJOL;47957175400015;479571754;14 RUE COMMANDANT HAUTREUX 33300 BORDEAUX;33300;BORDEAUX;+33 6 08 86 60 49;45.20A;garage;Bordeaux;BTP / Mécanique
LA HOLDING MARCIA;39404658500110;394046585;85 IMPASSE DES OYATS 40600 BISCARROSSE;40600;BISCARROSSE;+33 5 57 19 40 00;45.20A;garage;Bordeaux;BTP / Mécanique
CARROSSERIE DES CHARTRONS (CARROSSERIE DES CHARTRONS);41833643400026;418336434;481 BOULEVARD ALFRED DANEY 33300 BORDEAUX;33300;BORDEAUX;+33 5 56 11 84 40;45.20A;garage;Bordeaux;BTP / Mécanique
CAUDERAN AUTOMOBILES;46820039900037;468200399;ZA LE BARON 82 RUE MARIE CURIE 33127 SAINT-JEAN-D'ILLAC;33127;SAINT-JEAN-D'ILLAC;+33 5 56 64 71 46;45.20A;garage;Bordeaux;BTP / Mécanique
GARAGE PASCAL PEREZ;45253690700010;452536907;17 RUE DU PORTAIL 33800 BORDEAUX;33800;BORDEAUX;+33 5 56 92 76 70;45.20A;garage;Bordeaux;BTP / Mécanique
D&M'S MOBILITY;92157366300017;921573663;24 QUAI DE LA SOUYS 33100 BORDEAUX;33100;BORDEAUX;+33 9 70 19 59 59;45.20A;garage;Bordeaux;BTP / Mécanique
DIGITAL CAR;83865379800028;838653798;5 RUE RENE FOURNETS 64000 PAU;64000;PAU;+33 6 50 11 77 83;45.20A;garage;Bordeaux;BTP / Mécanique
ATELIER SOLUTIONS MOTO (ASM / BMS - BORDEAUX MOTO SUSPENSION/ SHOWROOM);98001092000034;980010920;BATIMENT A 9 RUE FRANCIS GARNIER 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 88 96 93;45.20A;garage;Bordeaux;BTP / Mécanique
JB AUTOS;98757065200014;987570652;26 RUE EDOUARD VAILLANT 33270 FLOIRAC;33270;FLOIRAC;+33 7 71 28 92 81;45.20A;garage;Bordeaux;BTP / Mécanique
JEROME REMY (GARAGE PRESTATION SERVICES);44424767000045;444247670;25 AVENUE DE LA LIBERATION 33138 LANTON;33138;LANTON;+33 1 42 61 06 50;45.20A;garage;Bordeaux;BTP / Mécanique
VIRAGES (VIRAGES SARL);45072445500024;450724455;37 CHEMIN DE BOUCHET 33370 POMPIGNAC;33370;POMPIGNAC;+33 1 42 52 46 79;45.20A;garage;Bordeaux;BTP / Mécanique
GRAND GARAGE SAINT MAUR;45820091200012;458200912;29 B RUE PAUL VERLAINE 33000 BORDEAUX;33000;BORDEAUX;+33 1 55 12 33 29;45.20A;garage;Bordeaux;BTP / Mécanique
GGDB;46120068500034;461200685;103-103BIS 105-105BIS 103 B RUE PAULIN 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 79 41 56;45.20A;garage;Bordeaux;BTP / Mécanique
CARROSSERIE AUTO MECANIQUE AQUITAINE (CAMA);47020283900010;470202839;267 RUE JUDAIQUE 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 96 30 83;45.20A;garage;Bordeaux;BTP / Mécanique
CARROSSERIE ROBERT COUTURAS;47120224200015;471202242;37 BOULEVARD ANTOINE GAUTIER 33000 BORDEAUX;33000;BORDEAUX;+33 5 56 24 04 34;45.20A;garage;Bordeaux;BTP / Mécanique
MOURAD BEN BRAHIM (SUBLIME CAR);47791655500014;477916555;RES PALMER   APPT 501 1 RUE COLETTE 33150 CENON;33150;CENON;+33 3 44 28 38 31;45.20A;garage;Bordeaux;BTP / Mécanique
HERITAGE;45011844300016;450118443;73 RUE MARCELIN BERTHELOT 33200 BORDEAUX;33200;BORDEAUX;+33 1 88 48 09 55;45.20A;garage;Bordeaux;BTP / Mécanique
A CAR (A + GLASS);45268469900039;452684699;53 AVENUE PASTEUR 24100 BERGERAC;24100;BERGERAC;+33 3 51 85 44 31;45.20A;garage;Bordeaux;BTP / Mécanique
JUNGLE'S 4X4;45351482000027;453514820;164 AVENUE DE LA LIBERATION 33700 MERIGNAC;33700;MERIGNAC;+33 5 56 02 44 88;45.20A;garage;Bordeaux;BTP / Mécanique
SERVICE AUTO MOTO;52267640200012;522676402;59 RUE DE VAUCOULEURS 33800 BORDEAUX;33800;BORDEAUX;+33 5 57 26 99 87;45.20A;garage;Bordeaux;BTP / Mécanique
JEREMI JEAN (JEAN JEREMI);53397022400028;533970224;LES PINS DE LA RUADE 10 ALLEE DES PINS DE LA RUADE 33470 GUJAN-MESTRAS;33470;GUJAN-MESTRAS;+33 7 70 03 04 58;45.20A;garage;Bordeaux;BTP / Mécanique
CAP 33 AUTOMOBILE;41151747700039;411517477;31 AVENUE DU COLONEL PIERRE BOURGOIN 33127 MARTIGNAS-SUR-JALLE;33127;MARTIGNAS-SUR-JALLE;+33 6 83 19 94 67;45.20A;garage;Bordeaux;BTP / Mécanique
NOVAUTO;50418764200021;504187642;APPT 2 103 COURS EDOUARD VAILLANT 33300 BORDEAUX;33300;BORDEAUX;+33 5 57 57 22 00;45.20A;garage;Bordeaux;BTP / Mécanique
CARROSSERIE ARCOS;79315462600014;793154626;151 RUE BOUTHIER 33100 BORDEAUX;33100;BORDEAUX;+33 5 56 86 01 07;45.20A;garage;Bordeaux;BTP / Mécanique
EXCELLENCE AUTOMOBILE;51129831700013;511298317;279 AVENUE THIERS 33100 BORDEAUX;33100;BORDEAUX;+33 5 56 86 00 56;45.20A;garage;Bordeaux;BTP / Mécanique
